"student_id","student_name","age","major","gpa"
"186","Peter Brown","23","Computer Engineering","3.23"
"187","Alicia Pineda","23","Computer Science","3.99"
"188","Steven Wilson","23","Computer Science","3.47"
"189","Sarah Chandler","22","Computer Engineering","3.47"
"190","Scott Lopez","22","Computer Science","3.54"
"191","Sarah Ellis","18","Data Science","3.22"
"192","Maria Sullivan","23","Computer Engineering","2.88"
"193","Kevin Norton","18","Computer Engineering","3.93"
"194","Michael Bennett","22","Computer Science","3.42"
"195","Ian Barrera","18","Computer Science","3.11"
"196","Anna Roberts","19","Computer Engineering","3.52"
"197","David Rios","19","Computer Science","3.94"
"198","Claudia Lamb","20","Computer Science","3.44"
"199","Eric Barnes","19","Computer Science","3.58"
"200","Sherry Ramirez","19","Computer Engineering","3.6"
"201","Theresa Harris","24","Data Science","3.93"
"202","Michael Hill","22","Computer Science","3.81"
"203","Justin Jones","23","Data Science","3.35"
"204","William Jacobs","20","Computer Science","3.84"
"205","Kevin Mckenzie","24","Data Science","3.58"
"206","Patrick Benson","23","Computer Engineering","3.1"
"207","Paula Ramirez","19","Data Science","3.94"
"208","Norma Barron","19","Computer Science","3.98"
"209","Carlos Perry","21","Data Science","3.31"
"210","Cole Young","24","Computer Engineering","3.42"
"211","Luis Smith","18","Computer Science","2.93"
"212","Pamela Mclaughlin","23","Computer Science","3.18"
"213","Jacob Anderson","23","Computer Science","3.21"
"214","Nathaniel Valdez","20","Data Science","3.32"
"215","Maria Watson","21","Data Science","3.31"
"216","Carlos Johnson","19","Data Science","3.79"
"217","Jonathan Cox","24","Computer Engineering","2.95"
"218","Erica Hopkins","24","Data Science","3.79"
"219","Brian Gibson","21","Computer Engineering","3.03"
"220","Jessica Payne","23","Computer Science","3.59"
"221","Ana Booker","21","Computer Science","3.95"
"222","Carol Thomas","22","Computer Science","3.9"
"223","Ryan Garcia","20","Computer Science","3.23"
"224","Danielle Evans","21","Data Science","3.84"
"225","Mallory Thomas","24","Computer Engineering","3.75"
"226","Jacqueline King","22","Data Science","3.4"
"227","Derek Marshall DDS","18","Computer Science","3.49"
"228","Sarah Guzman","24","Computer Engineering","3.59"
"229","Gary Bush","23","Computer Science","3.64"
"230","Elizabeth Houston","24","Computer Science","2.82"
"231","William Atkinson","22","Computer Engineering","3.99"
"232","Edward Morgan","20","Data Science","2.82"
"233","Samuel Cummings","22","Computer Science","3.93"
"234","Alexander Davis","19","Data Science","3.09"
"235","Gregory Taylor","24","Computer Science","3.93"
"236","Natalie Johnson","20","Computer Engineering","3.6"
"237","Matthew Miller","20","Computer Science","3.72"
"238","Monica Lamb","18","Computer Science","3.87"
"239","Erika Nguyen","24","Computer Science","3.01"
"240","Mark Stanley","18","Data Science","2.83"
"241","Travis Keller","18","Computer Engineering","2.92"
"242","Natalie Luna","23","Data Science","3.55"
"243","Monica Santiago","18","Data Science","3.04"
"244","Angela Snow","23","Computer Engineering","3.08"
"245","Sarah Farmer","22","Computer Science","2.95"
"246","Jeffrey Stone","22","Computer Engineering","3.22"
"247","Steven Powell","23","Computer Science","3.84"
"248","Catherine Lucas","23","Data Science","3.38"
"249","Kevin Wilson","22","Computer Science","3.87"
"250","Christopher Gregory","18","Computer Engineering","3.8"
"251","Laura Vang","19","Computer Engineering","3.08"
"252","Elizabeth Neal","21","Computer Science","3.44"
"253","Adriana Marshall","24","Computer Engineering","3.77"
"254","Nicole Yu","19","Computer Engineering","3.07"
"255","Brian Ortiz","22","Computer Science","3.6"
"256","Sheena Peterson","19","Data Science","3.63"
"257","Steven Cook","22","Computer Engineering","3.7"
"258","Patricia Chavez","23","Computer Science","3.01"
"259","Ashley Quinn","21","Computer Science","3.8"
"260","Denise Hansen","22","Computer Science","3.38"
"261","Joshua Miranda","24","Computer Engineering","3.29"
"262","Jeremy Garcia","19","Data Science","3.52"
"263","Judy Golden","24","Computer Engineering","3.19"
"264","Suzanne Taylor","20","Data Science","3.41"
"265","Melissa Lopez","22","Computer Science","3.72"
"266","Marc Hernandez","21","Computer Science","2.89"
"267","Diana Nelson","19","Data Science","3.18"
"268","Kathleen Rhodes","18","Computer Engineering","3.03"
"269","Juan Montgomery","24","Computer Science","3.69"
"270","Barbara Rowe","18","Computer Science","3.46"
"271","Michelle Le","21","Computer Engineering","3.85"
"272","Maria Miller","20","Computer Science","3.05"
"273","Stephen Fowler","18","Computer Engineering","3.3"
"274","Crystal White","19","Computer Engineering","2.9"
"275","Alexis Mcneil","19","Computer Science","3.31"
"276","Rachel Mcintosh","23","Computer Engineering","2.88"
"277","Joshua Jones","18","Computer Science","2.94"
"278","Robert Lozano","22","Computer Engineering","3.52"
"279","Kimberly Martinez","20","Data Science","3.85"
"280","Christina Lutz","19","Data Science","2.88"
"281","Stacey Williams","18","Data Science","2.97"
"282","Amanda Reyes","21","Data Science","3.27"
"283","Haley Beasley","19","Computer Science","3.94"
"284","Allison Acosta","22","Computer Science","3.29"
"285","Hailey Pierce MD","24","Computer Science","2.82"
"286","Luis Owens","24","Computer Engineering","3.12"
"287","Adrian Ward","20","Computer Engineering","3.85"
"288","Jenna Harrison","22","Computer Science","3.42"
"289","Kenneth Santos","23","Data Science","3.43"
"290","Christopher Wood","18","Computer Engineering","3.51"
"291","Wanda Miller","20","Computer Engineering","3.59"
"292","James Russell","19","Computer Science","3.7"
"293","Brian King","24","Computer Science","3.11"
"294","Michelle Johnson","21","Computer Engineering","2.95"
"295","Jermaine Cooper","24","Data Science","3.75"
"296","Edward Kirk","23","Data Science","3.1"
"297","James Davis","21","Computer Engineering","3.07"
"298","Kevin Webb","18","Data Science","3.79"
"299","Wendy Long","18","Computer Science","3.78"
"300","Cynthia Richards","24","Data Science","2.93"
"301","Donna Ayers","19","Computer Science","3.0"
"302","Derek Craig","21","Computer Science","3.94"
"303","Jacqueline Nunez","22","Computer Engineering","2.87"
"304","Chad Montes","24","Computer Engineering","2.85"
"305","Thomas Carter","22","Data Science","2.93"
"306","Sarah Parker","18","Data Science","3.49"
"307","Bobby Bailey","20","Computer Science","3.02"
"308","Alicia Olson","19","Computer Engineering","3.23"
"309","Melinda Hayden","18","Data Science","2.84"
"310","Maria Singleton","21","Data Science","3.52"
"311","Shawn Grimes","23","Computer Engineering","3.92"
"312","James Harris","20","Computer Engineering","3.41"
"313","Wesley Hawkins","22","Data Science","3.74"
"314","Rose Nunez","18","Data Science","3.4"
"315","Brittany Brown","21","Computer Engineering","3.05"
"316","Dakota Brown","24","Computer Engineering","2.94"
"317","Melissa Haley","23","Computer Engineering","3.13"
"318","Michelle Rodriguez","21","Computer Science","2.89"
"319","Yvonne Day","18","Data Science","3.8"
"320","Robert Cooper","23","Computer Engineering","3.22"
"321","Bonnie Terry","20","Computer Science","3.42"
"322","Elizabeth Brown","18","Data Science","3.85"
"323","Misty Smith","22","Computer Science","2.91"
"324","Laura White","20","Data Science","3.49"
"325","Jeffrey Fuentes","22","Computer Engineering","3.81"
"326","Sean Vazquez","23","Computer Engineering","2.97"
"327","Andres Martinez","24","Data Science","3.17"
"328","Dustin Rodriguez MD","21","Data Science","3.27"
"329","Carl Davis","20","Computer Engineering","2.88"
"330","Danielle Cain","23","Computer Engineering","3.97"
"331","Casey Hernandez","19","Computer Science","3.85"
"332","Paula West","23","Computer Engineering","3.58"
"333","Ryan Macdonald","23","Computer Science","3.75"
"334","Neil Harris","21","Computer Engineering","2.94"
"335","William Perkins","24","Computer Science","3.4"
"336","William Jones","24","Computer Science","3.52"
"337","Jordan Williams","22","Data Science","3.33"
"338","Holly Pugh","23","Data Science","3.51"
"339","Mary Anderson","23","Computer Engineering","2.94"
"340","Bryce Abbott","22","Data Science","3.68"
"341","Grace Walker","19","Computer Science","3.59"
"342","William Ryan","21","Computer Engineering","3.96"
"343","Joshua Pham","22","Computer Engineering","3.34"
"344","Wayne Mendez","21","Computer Engineering","3.11"
"345","Sarah Perez","23","Computer Science","3.24"
"346","Gina Henderson","19","Data Science","3.94"
"347","Matthew Pacheco","19","Computer Science","3.12"
"348","Kelly Jimenez","18","Computer Engineering","3.56"
"349","Mackenzie Cervantes","20","Data Science","3.96"
"350","Amy Dennis","23","Computer Science","3.56"
"351","Jill Price","19","Computer Science","2.89"
"352","William Villarreal","19","Data Science","3.76"
"353","Miss Jasmine Singleton","23","Computer Science","2.92"
"354","Scott Collins","21","Computer Engineering","3.27"
"355","Michael Hernandez","22","Computer Science","3.44"
"356","Anthony Williams","23","Computer Science","2.94"
"357","Ryan Molina MD","23","Computer Science","2.85"
"358","Kyle Mills","19","Computer Engineering","3.96"
"359","Miguel Huff","23","Computer Science","3.05"
"360","Ronald Peterson","24","Computer Science","3.11"
"361","Mercedes Campos","20","Data Science","3.37"
"362","Lisa Stewart","21","Computer Science","2.81"
"363","Chloe Miller","19","Computer Science","3.41"
"364","Ashley Williams","19","Data Science","3.9"
"365","John Reyes","22","Computer Science","3.86"
"366","Tammy Phillips","22","Computer Science","3.73"
"367","Christina Jackson DDS","23","Data Science","3.9"
"368","Gerald Davis","18","Computer Science","3.57"
"369","Dennis Mcconnell","23","Computer Engineering","3.23"
"370","Katrina Duarte","22","Computer Science","3.73"
"371","Michelle Howe","22","Data Science","2.88"
"372","Kimberly Shields","19","Computer Engineering","3.43"
"373","Laurie Young","21","Computer Engineering","3.51"
"374","Brittany Burgess","18","Computer Engineering","3.6"
"375","Carlos Edwards","19","Computer Science","3.11"
"376","Perry Smith","24","Data Science","2.8"
"377","Christopher Espinoza","19","Computer Engineering","2.84"
"378","Jimmy Mcmillan","19","Computer Engineering","3.83"
"379","Tammy Williams","21","Computer Engineering","3.08"
"380","Julian Torres","18","Computer Engineering","3.91"
"381","Steven Williams","21","Data Science","2.92"
"382","Susan Baker","24","Computer Engineering","3.2"
"383","Christine Morris","20","Computer Engineering","3.33"
"384","Keith Medina","20","Computer Engineering","3.52"
"385","Cory Hill","19","Data Science","3.85"
"386","Stephanie Green","22","Computer Engineering","3.93"
"387","Beverly Anderson","24","Data Science","3.61"
"388","Jeffrey Barker","22","Computer Engineering","2.93"
"389","Robert Mahoney","19","Computer Science","3.79"
"390","Charles Davies","23","Computer Science","3.36"
"391","John Murray","20","Computer Science","3.09"
"392","Tiffany Simpson","23","Data Science","3.33"
"393","Richard Wong","19","Computer Science","3.84"
"394","Christopher Ross","24","Data Science","3.73"
"395","Cathy Reid","18","Computer Engineering","3.31"
"396","Victoria Johnson","20","Data Science","3.95"
"397","Dr. Theresa Harris DDS","18","Computer Science","3.0"
"398","Lauren Williams","20","Computer Science","3.14"
"399","Latasha Mason","19","Data Science","2.87"
"400","Joshua Alvarez","20","Computer Engineering","3.01"
"401","Anthony Morris","19","Data Science","3.29"
"402","Mackenzie Harrison","23","Computer Engineering","3.3"
"403","Thomas Thomas","18","Data Science","2.94"
"404","Sara Russell","21","Computer Engineering","3.19"
"405","Jeffrey Adams","21","Data Science","3.56"
"406","Margaret Willis","18","Data Science","3.26"
"407","Darryl Smith","21","Computer Science","3.72"
"408","Joshua Taylor","23","Computer Science","3.1"
"409","Aaron Byrd","23","Computer Science","3.48"
"410","Jessica Carroll","20","Computer Science","3.1"
"411","Jonathan Manning","20","Computer Engineering","3.86"
"412","Alexander Cunningham","22","Computer Science","3.03"
"413","Lauren Robinson","21","Computer Science","2.93"
"414","Andrew Davis","23","Computer Science","3.78"
"415","Jeffrey Jackson","23","Data Science","3.01"
"416","Lawrence Turner","19","Computer Science","3.0"
"417","Laura Santana MD","24","Computer Science","3.6"
"418","Alexandra Nguyen","21","Computer Engineering","3.16"
"419","Madeline Garza","24","Data Science","3.38"
"420","Jordan Frazier","22","Computer Engineering","3.12"
"421","Bianca Wallace","18","Computer Science","3.16"
"422","Jerry Alexander","21","Computer Engineering","3.72"
"423","John Hester","21","Data Science","3.08"
"424","James Smith","22","Computer Engineering","3.54"
"425","Mary Mayer","18","Data Science","3.71"
"426","Caleb Hodge","24","Computer Science","2.91"
"427","Amanda Mccormick MD","19","Computer Science","2.92"
"428","Omar Gregory","23","Computer Engineering","3.64"
"429","Rebecca Jacobson","18","Data Science","3.95"
"430","Jamie Martin","23","Computer Science","3.12"
"431","Stephanie Downs","24","Computer Science","3.7"
"432","Stanley Villanueva","18","Computer Science","3.33"
"433","Connie Conrad","20","Computer Science","3.11"
"434","Brandi Phillips","24","Data Science","3.22"
"435","Teresa Collins","21","Computer Science","3.33"
"436","Jason Sutton","23","Computer Engineering","3.28"
"437","Allison Smith","18","Computer Engineering","3.37"
"438","Rachel Macdonald","24","Data Science","3.59"
"439","Ryan Freeman","18","Computer Engineering","3.34"
"440","Kyle Hendrix","19","Computer Science","3.14"
"441","Michael Kim","18","Data Science","3.33"
"442","Kara Smith","22","Data Science","2.94"
"443","Nicole Hernandez","22","Computer Science","2.94"
"444","Christopher Hall","20","Computer Engineering","3.78"
"445","Lauren Fields","22","Computer Engineering","2.96"
"446","Edwin Mendez","19","Computer Engineering","3.68"
"447","Eric Perez","20","Data Science","2.94"
"448","Victoria Callahan","22","Data Science","2.88"
"449","Jeremy Cooper","23","Computer Engineering","2.98"
"450","Paula Diaz","19","Computer Engineering","3.87"
"451","Michelle Haas","21","Computer Engineering","3.53"
"452","Ryan Douglas","18","Computer Engineering","3.53"
"453","Christopher Brown","22","Data Science","3.38"
"454","Jasmine Nelson","20","Computer Science","2.86"
"455","Jesse Wright","21","Data Science","3.54"
"456","Dr. Michael Mcfarland MD","24","Data Science","3.64"
"457","Richard Solis","24","Computer Engineering","3.24"
"458","Joseph Griffin","22","Computer Engineering","3.12"
"459","Steven Brewer","20","Computer Science","3.12"
"460","Jonathan Martinez","23","Computer Science","3.97"
"461","Alejandra Tate","19","Computer Science","2.86"
"462","Mr. Bruce Simmons","19","Computer Science","3.0"
"463","Renee Brown","20","Computer Engineering","2.97"
"464","Laurie Becker","21","Computer Engineering","3.68"
"465","Marc Ellis","22","Computer Engineering","3.32"
"466","David Manning","22","Data Science","2.99"
"467","Tom Powell","22","Data Science","3.93"
"468","Kylie Ball","22","Computer Engineering","3.84"
"469","Joanne Brooks","20","Data Science","3.36"
"470","Andrea Taylor","23","Data Science","3.58"
"471","Mrs. Michelle Shah","22","Computer Science","3.29"
"472","Douglas Thomas","22","Computer Science","2.82"
"473","Cameron Stein","19","Computer Science","3.07"
"474","Matthew Esparza","20","Data Science","3.03"
"475","Tammy Jones","19","Data Science","3.79"
"476","Mike Smith","22","Computer Science","3.17"
"477","Justin Hernandez","18","Computer Science","3.21"
"478","Belinda Madden","18","Computer Science","2.92"
"479","Alexander Campbell","21","Computer Engineering","3.89"
"480","Edward Pierce","18","Data Science","3.83"
"481","Barry Smith","20","Computer Engineering","3.67"
"482","Joshua Patton","20","Data Science","3.42"
"483","Kaitlyn Brooks","24","Data Science","3.33"
"484","Connie Rivera","18","Computer Science","3.63"
"485","James Villanueva","19","Computer Engineering","3.38"
"486","Cheryl Vasquez","22","Computer Engineering","3.81"
"487","Gary Steele","19","Data Science","2.86"
"488","Heidi Boyd","22","Computer Engineering","3.0"
"489","Shelby Klein","21","Computer Science","3.79"
"490","Miss Ann Duncan","22","Computer Engineering","3.29"
"491","Donald Robinson","24","Computer Engineering","3.21"
"492","Paula Lewis","20","Computer Science","3.39"
"493","David Weaver","18","Computer Engineering","3.94"
"494","Theresa Cain","19","Data Science","3.72"
"495","Brittney Kelly MD","21","Computer Science","3.12"
"496","Christopher Powell","19","Data Science","3.8"
"497","Karen Perkins","18","Computer Engineering","3.01"
"498","Jessica Young","24","Data Science","3.1"
"499","Michelle Herman","24","Computer Engineering","3.95"
"500","Priscilla Brown","23","Computer Science","3.98"
"501","Heather Castillo","22","Data Science","3.93"
"502","Joshua Douglas","24","Computer Science","3.19"
"503","Elizabeth Colon","21","Data Science","3.27"
"504","Emily Johnson","22","Computer Science","3.09"
"505","Jerry Owens","21","Computer Engineering","3.24"
"506","Chelsea Mcdonald","23","Computer Science","2.83"
"507","Carrie Henson","18","Computer Science","3.96"
"508","Joel Thomas","19","Data Science","3.87"
"509","Dalton Gonzalez","19","Computer Science","3.46"
"510","Dr. Matthew Thompson","21","Computer Engineering","3.15"
"511","Cynthia Jackson","24","Computer Science","4.0"
"512","Todd Jones","20","Computer Engineering","3.76"
"513","Andrew Gonzalez","23","Computer Science","3.86"
"514","Heather Wells DDS","23","Computer Engineering","3.19"
"515","Christie Haney","20","Computer Engineering","3.37"
"516","Christopher Morris","21","Computer Science","3.45"
"517","John Ross","22","Data Science","3.69"
"518","Holly Mills","23","Computer Engineering","3.8"
"519","Andrew White","18","Computer Engineering","3.8"
"520","Robert Long","18","Computer Engineering","3.36"
"521","Charles Scott","20","Data Science","3.49"
"522","Luke Harper","23","Computer Engineering","3.48"
"523","Nancy Hahn","23","Computer Science","3.34"
"524","Nicole Tucker","21","Data Science","2.93"
"525","Michael Pennington","21","Data Science","3.88"
"526","Nicholas Potter","21","Computer Engineering","3.77"
"527","Steve Wood","20","Computer Science","3.83"
"528","Joshua Goodman","22","Computer Engineering","3.97"
"529","Taylor Carter","24","Computer Engineering","3.07"
"530","James Taylor","20","Computer Engineering","3.08"
"531","Christina Hess","23","Computer Science","3.73"
"532","Cathy Rush","21","Computer Science","2.98"
"533","Tiffany Phelps","20","Computer Science","3.07"
"534","Rodney Garcia","18","Computer Science","3.03"
"535","Amber Kelly","18","Data Science","3.41"
"536","Anthony Davis","24","Data Science","3.82"
"537","Michael Newman","23","Computer Engineering","3.71"
"538","Tracy Noble","22","Computer Engineering","2.84"
"539","Maria Duarte","22","Computer Engineering","2.86"
"540","Phillip Wallace","24","Data Science","3.0"
"541","Jody Ross","23","Computer Engineering","3.35"
"542","Jessica Cole","24","Data Science","3.18"
"543","Brooke Jones","23","Data Science","3.88"
"544","Michelle Ross","20","Data Science","3.48"
"545","Kayla Holloway","18","Data Science","3.56"
"546","Rebecca Stone","23","Computer Engineering","3.59"
"547","Blake Williams","23","Data Science","3.18"
"548","Cynthia Castro","22","Data Science","2.81"
"549","Susan Owens","18","Computer Science","3.3"
"550","Melinda Richard","20","Computer Engineering","2.89"
"551","Mrs. Cynthia White MD","22","Computer Science","3.13"
"552","Michael Savage","19","Computer Science","3.53"
"553","Vanessa Perez","20","Computer Engineering","3.52"
"554","Alexandria Irwin","18","Computer Engineering","3.28"
"555","Trevor Gallagher","19","Computer Science","3.94"
"556","Jonathan Jones","18","Computer Science","4.0"
"557","Seth Williams","21","Computer Science","3.89"
"558","Linda Jones","24","Data Science","3.24"
"559","Jeremy Rodriguez","19","Computer Engineering","3.44"
"560","Timothy Smith","24","Computer Engineering","3.26"
"561","Scott Wyatt","18","Computer Science","2.94"
